ACCT_ID,SERIAL_NBR
7823094724,GE9365956
3075972000,GE9361725
3791382000,55774419
3901672000,7719601
4876591314,GE5853965
5593572000,7844089
5843518078,GE9322358
708217705,GE9361246
6620382000,GE9420627
7708571011,GE3803712
2764672000,7721510
3446172000,11387441
6041382000,GE9388990
2820672000,E56121000000
7546705799,SS17526631
7748152917,GE9799597
8812290333,DA561603
7821032276,GE9358791
2056902892,GE9322459
8398772000,GE9330805
2927543000,UD001770
8532303335,GE9313720
1843231440,GE3623179
3730272000,61830346
7454118039,GE9419833
7415972000,1941306
5874172000,GE9361244
1433443752,GE9417330
6385172000,GE3686535
1512872000,15555543
2575672000,GE9357240
5917399333,GE9362986
7807083678,SS17908111
132012689,GE9387222
8972672000,GE9811549
9318945396,GE9790506
5007254739,8066141
3925272000,GE9832589
9825372000,61827258
9097637640,GE9387597
249847654,11376046
186372000,GE9789716
2813141432,GE9813402
9712372000,42232702
7548832626,1236268
1828282000,U272865
4379717660,8066335
5992272000,GE9362638
1819172000,11615287
6333186877,8261835
6819972000,57676493
8802672000,26580921
6384038761,GE9894745
7130230299,U272465
5949172795,GE3757052
2698740100,3606171
3500372000,GE9363277
4121884624,8419595
7829372000,GE3836166
9407872000,1007915
372000,GE9855640
8740667980,56600065
6612963143,1548133
9431972000,GE8571749
3920172000,GE9321720
6121672000,GE9328748
5798338531,GE9911129
5073803158,30251447
5271972000,GE9442472
2719544439,1624689
9685605695,GE9443586
7380372000,GE9418363
9154508422,64967322
4022972000,GE9422289
8503472000,GE9796025
5725241991,GE3624235
2083604034,GE3621224
6968672000,4980850
6082182000,207011
1386510313,GE9387854
1659772000,56362166
7203772000,GE3735509
9835472000,9416133
1538172000,8856622
915558261,GE3926334
5812229741,GE3759348
4970090389,GE9417803
2556972000,751320
1376672000,GE3661047
5890651007,GE4231238
1574358043,GE3655285
9815512837,1547057
7758700192,GE9504215
1668182000,SS18136754
8566352224,GE3655487
6814882798,GE9328132
4128331186,4969006
3867572000,GE9387800
1161513604,GE9443563
4333182000,GE9768265
1637543000,8929182
8338172000,GE9799477
9780572000,GE9813796
7784372000,GE5852603
1632326036,8820555
1375672000,GE3645598
4290382000,57676014
5323272000,GE9894785
4800766796,GE3876919
2778472000,915815
6845372000,GE9387980
9504082000,GE9443151
9903739190,11620579
4518182000,D363759
936092611,GE8605720
8708276710,GE3623487
5297767907,GE9882550
7531272000,11540311
1727391240,8223174
4548472000,GE9814955
6046579702,D383184
9775908322,GE3623227
3245584784,255838
1413676983,GE3913353
8541777574,4898926
8013032174,1240651
2883705575,GE3732275
3505490841,GE3661416
215572000,GE9850701
1970959937,GE9799072
8535872000,GE9416377
9038272000,GE3835972
3712772000,E44124000000
9356148611,D369671
3350372000,GE9352806
8378772000,GE9420920
4986706804,1319274
7388182000,GE9362669
8747572000,GE9321999
3750872000,GE9361694
4778572000,GE3625094
8963593375,1317278
58472000,GE3912669
3714635301,11388081
1270717456,1234436
4327182000,1622379
389852159,GE9849136
9946082000,GE9444399
2147317068,GE9797299
539472000,11329888
6488087501,57661984
9905372000,GE9323253
7180272000,GE9361524
6910282000,14828089
2533833436,16886589
7504964216,GE3926177
2962336337,1396153
2159960170,GE3915109
1030182000,61827645
3526531806,1792822
3253672000,1237269
2885182000,GE9812190
2413732645,11617183
5040272000,GE3834031
5930672000,GE9321870
8547849031,GE5871020
3498172433,30003563
9670182000,GE9363990
4963182000,GE3623460
8099282000,GE9812381
2081857750,GE9420998
3985432710,1792724
5693772000,GE9362637
7724572000,12985005
9672360580,SS17949354
3332561207,GE9358552
2298130403,4015870
5984972000,GE3655565
663714482,5136355
5696072000,GE9362636
4208456717,GE3800335
9159172000,1441090
1926175825,GE9363463
3869172000,GE9796245
2843972000,GE3737839
8027543000,GE9756585
8256672000,56610093
5044248725,GE3644729
6166727312,GE3757332
4721360348,GE3876242
9433472000,GE9796679
