ACCT_ID,SERIAL_NBR
8138172000,GE9801529
8363672000,GE3621247
8769082000,GE9364909
3017179512,2401300
5649372000,GE9768241
4420972000,GE9415205
1030051403,179162
5676182000,107601967
7905177060,GE9801644
7198272000,56578070
3320172000,GE9323436
9899282000,731779
2609479604,GE3911073
1041182000,GE9322096
3233972000,D751395
6062209895,11562054
2568372000,GE9799765
2961219849,GE9363167
3145972000,GE3660098
4649072000,GE3801809
9659772000,GE9799351
2290872000,JB4418000000
7134835632,GE9421095
2339182000,GE9357143
3037991482,GE9358397
4861989563,GE3623819
4743572000,5136472
41182000,GE3624457
6625579073,GE8605668
25872000,28864314
9193182000,55777823
8120918319,GE9415653
7971704144,GE9813570
4854307139,GE9785338
9464446230,665151
7490082000,GE9330731
2063772000,57630701
7307282000,GE9417729
7012572000,GE9814738
2188203118,GE9365882
5245372000,GE9327123
6095172000,23573794
8093714156,GE9387710
1524182000,4950526
5453479480,GE3687574
1656082000,1548420
7687181801,23573882
5497939314,GE9443745
9376163562,GE9784913
8605876234,GE9850072
2686272000,GE9328744
6053672000,57664613
9294872480,GE9321519
4459485627,9424475
3130372000,7843876
2032141851,56597365
9013444929,13526056
4570520046,GE3621494
9395153946,1548488
2081702103,GE3644825
8271382000,GE3802121
9115182000,GE9392139
7670981257,GE3803791
8979772000,E68683000000
6029350524,SS21988756
1233320106,23583060
4742188108,GE3755649
3850772000,GE9848918
4262082000,GE3734780
5127841352,GE2313365
6386372000,GE9416541
8483272000,GE3800627
5082872000,61833889
7918872000,GE3834094
2317252654,D563043
7576684873,662979
8140268842,1359977
9301272000,10876399
5717476335,GE3926204
2827103291,GE3664119
3248272000,GE5854545
3022472000,GE9461658
2519672000,56595779
3897719177,13525634
698562936,5136405
102256297,GE9799564
1546672000,GE9391372
8086182000,GE9415337
7617372000,57631486
3211832164,9174744
4511282000,GE9849530
7320182000,11540623
1710618951,GE9352403
3079172000,SS13785907
3620146527,GE9894958
3900931808,4898924
3315772000,7688192
2452172000,GE3800584
5345532439,SS18413769
2268584743,GE9814589
9226082000,16434132
4476604585,GE9443587
361177535,GE9790670
2023082000,GE9444617
9035577516,GE9328346
5635141915,GE9391419
4264515933,GE3757980
1740329920,GE3835571
3435181566,15550972
5261578411,GE9357462
4574116092,SS13691075
6495519411,GE9799646
4351706539,5136741
3523272000,GE9330537
3396096079,57677350
5138391905,GE3925412
6283382000,E42017000000
9574082000,GE9313942
8451851500,GE5838950
5177172000,GE9812119
6740872000,GE9365023
8992257511,GE9388637
9782272000,61828520
659669138,8066262
3921579850,GE3685844
812955889,13612015
6837543000,15550908
9866569309,GE9416914
7758022370,75197608
8860573643,1357653
8426222041,10878198
5951171128,GE9417783
3918127732,GE9415178
6724387194,23897
3327282000,GE9330058
4035272000,J16807000000
134834284,56612216
7995003432,1925046
1874421882,915244
6012272000,GE9391383
6802972000,GE3875605
4830554076,GE9387474
9063472000,56610051
5833777599,GE9812059
5706472000,55611937
6057097060,GE5853379
6025472000,56579415
6532572000,GE9362700
8242339367,1212450
7470872000,GE9416314
3965805233,2401002
7410718281,GE9850774
8579909949,57631680
8375117548,GE9352518
9330472000,7189649
5947172000,5657811
1553572000,4206435
3127935810,1357525
3232792258,GE3686266
1435531790,26581067
7482272000,GE9810495
8130972000,1339550
8499872000,11541238
9758636351,GE9850475
9037445728,GE9812706
9056082000,GE9443269
1521672000,8066265
328978675,GE9390480
9437372000,GE3735730
5714372000,GE3912936
2032338609,GE9365997
6227216770,GE9390369
9544182000,56603577
1794759384,1491530
6922472000,GE9321320
514472000,GE9444505
4215182000,GE3660016
1899131870,GE9811838
4733485024,GE3801064
3803260045,GE5851841
8569310633,SS17904518
6495572000,12213160
7429872000,GE3968610
2381335971,GE4241644
1264672000,GE9417645
6101082000,GE9331101
9907946627,GE3644573
2405872000,11341275
9961797590,GE9443362
4273029204,GE9797035
6593892970,SS22059070
9207372000,GE9330420
2631472000,GE3914852
6332875838,GE9768984
4509134299,GE9893245
9955272000,GE3737337
8759184564,8864653
1321157611,GE9421192
5975472000,GE9420487
5588886995,GE9442447
5853182000,5139795
3237672000,11387219
1165472000,GE9812403
9564772000,GE3758087
1927572000,GE9768417
7254372000,16342368
9829738109,10877890
1470910865,GE3877819
8087537034,SS17885321
8399282000,GE9420561
816872000,9174371
7123872000,11318076
9220326444,GE3625353
1532988718,4950386
568358173,GE3835143
4171316587,GE5839038
6278672000,GE3925440
9379072000,GE9420933
8735679963,62580239
508372000,GE9811835
7372572000,GE3969379
4477572000,61833037
5303272000,606770
5021272000,GE9327994
6453341441,GE3660555
6894303071,GE3875902
8513189560,1441583
6966372000,11339590
7167282000,SS13789048
5261360280,GE3758065
5667372000,GE9366010
8723172000,GE9322179
7657082000,SS17885164
4620172000,11151784
4756772267,GE9389353
5603372000,GE3645540
4297990040,1623773
8052282000,GE3622098
5272017900,SS17555168
8899524987,GE9911221
3391989536,GE9800218
7729474930,GE9420567
5671772000,GE9813902
5679772000,GE9847387
3803750349,GE3876070
9697263317,GE5852932
5841303599,537705
6024772000,72520142
4447244226,GE3798124
6999872000,GE9420333
1848800437,8279169
7732472000,GE9422573
8524340751,GE8605631
9336772000,61834867
893082000,GE5852209
3750851596,GE9415469
639172000,GE9364093
2725182000,61834638
2494828281,SS13690775
5710796426,5270171
3738423314,547009
9072472000,GE9353263
2705733913,D537370
5739372000,42233049
6717543000,GE9756480
2899647814,GE3833346
8910372000,11149283
7973272000,11148347
9359110277,7686861
6912984214,GE9389199
2090572000,GE9787399
6280796034,GE3623455
9271879920,GE9419937
5507098218,1290974
4482759151,GE9912232
4123995661,GE9798397
5639125662,GE3876548
7727649064,GE9797498
1741808740,GE9389174
1067572000,GE3926189
6917046035,4978822
6881678369,GE3644833
8547242350,GE9419658
6705272000,1147828
2811185956,1706558
1049572000,GE3624975
4975282000,SS18150958
3704304410,GE9846235
8947872000,56359325
9088970380,GE9882620
3712710056,GE3734908
358182000,GE9789491
4889872000,GE9365159
712672000,GE3926109
756798528,GE9421461
9599172000,GE3833199
9359172000,GE9787846
3557835256,72525455
2158282000,GE9811372
2032427477,GE3733413
6996283582,GE3833217
7680572000,GE3760322
8985372000,62580683
9357272000,GE9797772
5027182000,GE9416429
9953715501,1736356
6316182000,GE9444157
619790379,GE3621034
7392248935,GE9389404
4322384257,GE3925302
2230783204,D562294
2308699574,22839727
4184885768,GE3659548
4184272000,GE9417486
3949821548,GE9910749
20924748,GE3661345
100643934,GE4241584
8691820406,1142323
9409353330,GE3621909
4017472841,GE3926568
1826372000,GE9391368
7315572000,11323218
3347543000,UPD22399
7688012755,1924884
9423172000,4021824
6413382000,GE9363600
8194972000,7937557
8463255309,13608843
2467176278,GE8572052
8645672000,SS18247363
9683607877,4896102
3505082000,SS17528299
5775645350,GE9911367
7122772000,E55999000000
6302419882,GE9797586
1293572000,GE9329462
5287072000,GE9420535
531338896,GE9443163
1584772000,56600124
8575372000,4969247
1346576730,GE3798082
3281172000,SS13791354
4490182000,56359372
8476082000,26580822
4135672000,GE9443071
7861149412,57679468
2372182000,GE3926017
9415772000,10938507
6873009138,GE3623272
5672724093,210562
2953365297,1315928
3314082000,SS18247692
2447537449,1358851
1392632429,GE9421725
6327772000,GE9810720
246672000,SS17527619
1923457512,7688195
9875047637,GE9348747
2174772000,GE9360146
7110579837,GE9421365
8022372000,11613707
17988569,5257863
2510163659,GE3621633
4357951555,1178366
2387072000,GE9362350
6761618787,GE3733457
852067181,GE5852109
7407059372,GE8572091
6912752129,GE3645070
3445139450,GE3875952
4229723127,GE3801041
2542239933,GE9387975
5094472000,GE9391804
5942282000,GE3687153
9406183548,GE3837300
9820923872,CPA1793103
8208572000,GE3625182
2364878916,GE3755658
1202742960,GE9814091
9720933444,9426536
4777551007,GE3624180
2716172000,1792962
5990078981,SS17711275
6774272000,E69017000000
9678472000,GE9415942
247182000,57631139
6335872000,GE9422293
7755272000,GE3687628
2051607144,4982609
2775282000,4898798
1786412841,1791860
971172000,57677160
5740872000,D363806
6088360571,GE9388332
4509433827,GE3755729
8764749520,GE9789967
2876672000,GE3837688
9339282000,GE9767198
5490372000,GE9353160
1740778825,GE9313993
9012010592,GE5853362
4570772000,GE9322062
9322317262,GE8571876
1837543000,UD001612
6023272000,GE3800996
2611293473,GE9796257
938472000,55775135
2205572000,GE3623456
2209872000,GE9847684
2942282000,GE3969975
5394182000,GE3876913
310379546,GE9882538
6899021643,GE9814041
4729272000,1407435
6045634105,11617962
7728822302,GE9415180
4003005145,14645187
1915772000,GE9814678
993388888,GE9893697
9059572000,GE9833207
876572000,E61758000000
4904372000,61826882
2715672000,GE9352828
2086126070,Y0532691
7429272000,GE9421120
9424772000,GE9442647
8180182000,GE3799446
445114878,11619492
4675572000,GE9330850
5754282000,GE3859198
8021348409,1790025
1999072000,11387554
1395172000,5942158
8669282000,SS17527608
4293654782,GE9365708
8466001378,GE9756580
4897572000,SS17932384
9223215237,P915947
2845182000,GE9328687
1717764783,GE9420697
5513074271,GE3914458
5925385887,GE3644611
7485772000,GE3914432
183035141,GE3737324
3724644618,1395586
2296372000,GE9359818
1811769203,GE9828120
9608485154,D538113
6092888875,GE3687575
5828872000,SS13789504
1788374198,GE3875709
1991007314,4206339
8225772000,GE9801671
2322531409,GE9442718
5626972000,GE9329920
2221573133,GE9442919
9632925021,GE9387731
2828145241,GE9895413
9031282000,42231430
7894472000,GE3925211
4532772000,55772067
5483054678,GE9798398
6401773735,2001674
1870058906,GE9443116
3128392460,GE3625067
8184307513,GE9322576
2244277043,GE3799195
2885889466,GE9911334
1423672000,11388198
7884772000,GE3801741
499003563,GE9882047
5013472000,E64457000000
5128172000,GE3758046
4607543000,15005509
314182000,GE9322006
3658172000,GE9365893
980182000,9174141
289021793,GE9798068
6211102447,GE9796459
8029172000,GE9785762
7345462736,GE9444083
7463528283,SS13768224
2730491397,GE9417083
3201815053,GE9421196
1979182000,GE3926648
9051349980,1234210
3280293942,GE9352095
5986400293,GE9357549
1622258645,GE9912387
4127756837,D537377
7215772000,GE3858608
8985972000,GE9442844
7484190516,GE9464383
8025572000,SS13693341
8873343941,GE3876872
875372000,GE3876366
4201816879,7586591
4538182000,GE9321740
6538672000,E63608000000
6855725402,4021147
9799172000,211193
12914043,4898219
9938182000,11540606
46772000,GE9387902
7634182000,GE3800496
7775672000,GE9416512
6339284734,GE3659465
6653665558,2905852
218441885,GE9390483
6394985761,SS17949407
5331372000,GE9847563
1242368516,GE9881870
3094772000,GE3832043
145772000,GE9796589
1120991729,GE5871695
2752875166,GE9765019
4698082000,GE9357446
9421272000,GE9322038
374206054,GE9420772
8184082000,GE9313922
9393006297,3606038
8064182000,SS13692543
8780407867,GE3836104
3912723346,GE9798579
3908506801,GE9361719
8286572000,GE9767587
5919920061,GE9327202
2539357480,GE9322114
4436936913,GE9815348
1269972000,GE3914263
934216295,SS18414510
6122472000,GE9811112
7455724659,GE9854743
7325182000,11379020
4752893429,1735007
9095972000,GE9504142
2239854999,JUCA54867
2948172000,GE9422005
6624572000,GE9418068
8957672000,GE9415850
205272000,GE9328594
4984248963,GE9880889
4136558181,GE3621578
4251872000,GE9327767
9295963572,GE9387910
7827668484,GE9313763
9214956269,SS18083487
7258280540,213379
5791719256,1792409
647661564,GE8572653
4231182000,4206458
3376372000,GE9813376
8018872000,1625839
7805082000,GE9850255
340572000,GE9389913
9592172000,GE9830913
8398642089,GE9756570
644082000,1792838
6380272000,GE9363909
6314983629,GE3622174
6794372000,GE9797338
8079437316,GE9419963
4788082000,22839513
812272000,2198939
1808072000,GE9832209
9761247660,GE9698809
5845972000,GE9362421
6228122184,1008952
9690598354,257479
6308572000,GE3876449
5649672000,SS18151434
998972000,GE3736680
7053572000,57630727
4792986418,GE9352925
2428966041,GE9357499
8880382000,4096767
4050131629,GE3925057
4045505125,GE4241622
7296972000,GE3925634
2541549088,GE9327332
6139672000,GE9796067
3804472000,GE9327666
5282972000,28445047
3810972000,56361615
168182000,11339559
7807772000,56602881
4140202544,11328169
2936969989,GE9363610
7139472000,GE9854557
1719588200,55773015
6778772000,GE3621185
6858182000,GE9445049
4460972000,546719
8038272000,SS22081830
7582057782,GE9362955
1705465089,GE9352452
9035971288,SS17554889
1418984162,GE3832411
167998249,56604385
7904597841,GE9391811
4047461440,JUCA54118
3803294856,GE9365480
1231372000,61830708
1007072000,GE9416339
9847777340,5257458
917282000,GE3858149
639182000,SS18368875
7505272000,56602928
6159772000,GE9797900
396494777,28861227
7343182000,11378768
6253848581,71776354
6304372000,SS11382466
9042172000,2402131
5837341909,GE9417134
7889872000,11615946
6158182000,GE9796400
6170871334,GE9389579
5068513316,GE9391082
4322087173,GE9756470
9331118494,GE9323228
7147472000,GE2313255
4114372000,GE9855574
4458372000,GE9322614
8374998895,1623562
3353630033,665084
4561972000,GE9443237
3975082000,GE9810733
2763972000,GE3621483
1675172000,5941884
6586100206,GE9417621
2377972000,GE9353546
3957082000,607024
7529082000,9416738
2516282000,GE3507826
5656527903,7585905
6004697349,4898797
6610378560,607855
3930798712,GE3836056
1448303328,28866216
5640772000,56359891
5417182000,GE9419732
6611572000,61831562
5148072000,GE3859152
6049972000,11150656
8375582620,GE3661443
7549472000,1790661
6810972000,56602921
5375772000,56359223
169894198,1622952
5226082000,GE9352734
5834182000,57631662
6355981044,13524904
1826070111,GE3833884
9873274031,GE9827839
9885182000,GE9328609
3255972000,GE3660801
4108228590,GE9417170
1361458331,GE9356290
9242346723,SS22001019
1370480696,GE9323625
6498349813,GE3800726
6798672000,GE9814661
5672869512,UPC39380
5600128301,4968879
9952272000,GE9388553
4364637573,GE9442619
4274094059,4015817
211889386,GE9784021
7505872000,SS21661971
6292372000,14645838
591760812,D561961
4601647817,CPA1793263
8369218515,GE3835736
4879993600,GE9391538
515673147,GE9364749
5296646785,GE9363558
7130572000,42233641
4467972000,11152378
620820008,GE9327499
6305182000,GE3834349
1489599601,GE9881795
9760182000,E20585000000
4004869865,2400567
5843525190,GE9895090
4784636776,1924910
3367594211,GE9443425
7712572000,GE9351907
6975472000,GE9416534
1973173505,GE9387675
2140489707,71776136
1887249802,GE3799846
4170182000,7185190
2787072000,GE9364775
2912872000,8066271
3232093000,14829084
4490572000,GE9330380
6778082000,GE3925229
4697082000,GE9698981
9130272000,GE3837796
8851907892,GE9364894
8449375122,GE9786416
1914182000,9416130
3419662133,GE9768986
4661379890,4968703
1665372000,GE9812625
3374918087,GE9444910
8326283742,GE9323630
1791801220,GE9911384
8376133903,Q0933360
5120972000,56359942
8813196494,SS18354670
8262472000,459633
1766182000,GE3835468
8385542687,Y0565120
7746940136,12213892
7453065948,1357605
733805105,GE9363601
4630856137,GE9391069
157405876,GE8572530
6723372000,GE9365192
3140772000,1942049
322872000,GE9767048
8215981822,GE3801100
2688594466,SS17498919
3440667637,GE3734254
8024772000,GE9357205
8936182000,GE9352887
4617599959,GE3660670
4989172000,GE3834664
3195451946,13608890
2215472000,GE3833868
7561372000,1792869
1136572000,8066268
6191382000,213746
1604417274,SS11382899
5388230928,GE9882017
2823486761,13526199
1144645701,GE9313633
1386098999,GE9911507
1134998933,4982576
3065924183,71781689
2849575551,GE3737811
8084282000,GE9443184
8416514272,GE9801374
3821472000,1704124
1811172000,GE9912568
9812382000,GE9326737
9827154778,13523377
4831815944,GE3758602
9055929230,GE9847065
7929690909,4969387
8707372000,GE9855945
2293872000,GE3687667
1259172000,GE9356372
1428972000,GE9322910
6819172000,56578350
2578533977,GE9322066
4029529140,1708442
9912609409,GE3832042
6178274910,13613740
9304472000,GE9790645
1943358959,1235664
6171648011,5136049
1742282000,11378423
3641172000,GE9389659
8415472000,26671497
5275172000,56602787
8198182000,11237594
7274282000,7843420
8119412498,GE9328060
7146855784,GE9327260
7193182000,GE3799507
8041382000,GE9421812
1517472000,GE9814727
2775772000,GE9387547
9023416062,21851250
1221705107,GE3969977
5501772000,SS13766840
5178272000,GE9321916
6668218448,GE5853954
3168672000,GE9321493
349772000,GE9855598
8064282000,13526266
8744059124,GE9895156
4500381463,GE9856613
6785175671,GE9418446
9431886703,GE9811061
3738535797,13522404
8396572000,GE3910190
9469939808,62584277
9976182000,GE9364776
4596801223,D366378
8403372000,GE9415583
4058083804,5271633
1556481168,9416197
8995669196,665032
4330738785,GE9322510
1977072000,GE9365128
2981810875,GE3757012
1361472000,GE9855033
4121872000,GE3925913
5861728445,4978108
1458907280,GE9847534
9447003823,717880220
1430572000,GE9786334
141483329,GE9329793
8050672000,GE9389371
3230420873,P915679
7378272000,GE3756635
1263172000,GE9813445
6057872000,GE9797522
2976481277,GE9420387
15272000,GE9443012
7357172000,GE9362394
1780572000,GE9796465
9448842037,SS21881488
2332962570,GE9892465
7343272000,SS18031853
6787733105,GE9799960
8922188440,25080
1258182000,GE9785067
2225649850,GE9389395
9796637755,66930527
7661372000,GE9362504
9936478552,GE9418076
5670272000,1735988
3009081613,SS18150481
2325202947,GE9329307
7246172000,GE9415972
7327543000,14645079
5974272000,56581628
5717472000,GE3623655
1041472000,GE9846242
5240280093,11560732
8398607582,GE3800691
8227182000,GE9364942
371690160,72521284
6939972000,GE9798109
5177772000,GE9814781
8117282000,GE3622225
6206372000,GE3925049
3905272000,GE9765952
2002972000,57631701
7690006097,GE3912722
168791092,12211591
2800282000,GE9798476
3597072000,E46289000000
1309284299,SS18415387
8439672000,1548696
7506078510,257290
3179097178,13613463
5844972000,GE9323242
2552172000,GE3733319
4322972000,1523005
3677588871,7721368
1545872000,GE3735418
6854182000,GE3734178
7659772000,GE9358753
1430472000,GE9328316
567510559,GE9443057
7890572000,GE9814447
7081133735,GE9892493
2956172000,SS17390881
985171596,Y0564683
4136760517,GE3755617
2195972000,307521
5683140195,GE9910835
2392866670,GE3835328
1972629836,GE9790537
5368572000,GE9330253
7712372000,GE3926106
8524772000,GE3733209
4449355919,GE3757541
4097685882,GE9387353
4757472000,1790847
5865572000,GE9784220
238139449,GE9901349
1243480459,1625092
7717523988,GE9327210
2102182000,GE3925923
7361216708,GE9911737
5402372000,5139903
8602804861,GE3832040
2604773426,GE9321954
8768072000,72475265
248871087,GE9356278
2174672000,E64617000000
5861472000,GE3737659
7382451694,562485
6493500497,GE9765796
4993772000,GE9357854
3792272000,SS17978988
429429070,GE3660100
4730969073,11389234
7256581123,SS17499734
8210105352,7185415
2293572000,GE9330832
6081905563,GE3621449
179055586,GE9356947
156003957,SS17715148
6212770447,GE9813614
1238172000,GE3910310
4574772000,GE9849182
1013172000,GE9442480
5758282000,GE9352332
8961282000,GE9442864
6240672000,GE9787709
5022372000,55420924
2275772000,GE3621420
7629617609,4968534
5193533392,GE9388593
4199631093,GE9901330
7593772000,15555540
3327672000,56363605
2568072000,61832117
991845766,1240882
3524772000,61829562
9048182000,GE3737138
3963333103,GE3798079
7092058931,GE3756603
7751872000,2889233
9444450062,2445717
3190572000,GE9417325
6003672000,GE9814701
4730672000,GE9322322
8451282000,GE9800880
106213140,1147221
2126082000,4952013
5925572000,GE3661939
5175643778,13613472
7155872000,GE3967633
3393872197,GE9364110
7244372000,GE9443062
9190282000,SS18119020
1577172000,7719680
9366972000,GE3837588
3623472000,GE9362841
6403429614,GE9363059
7450376867,GE9329640
5443523497,5272724
5174307469,GE3644862
6972572000,GE9352551
7045272000,8929430
6247572000,GE9363041
5881568770,GE9827720
7327572000,GE9811923
3530172000,GE9352679
2568827261,71782003
6392672000,GE9798110
8942377596,GE9356325
5805272000,GE3654702
2125752671,GE9331069
8100093000,UPD22178
986672000,GE9387566
8211772000,GE3803452
7028872000,GE3925493
3860568492,SS13785038
6334772000,1236678
4168842878,GE3817624
2819472000,GE9797490
5192355526,5942114
7853718333,GE3925056
999084498,GE8572498
2308072000,GE3623637
8980872000,5942731
437175991,62583809
2559172000,GE9814915
8765343745,GE9313969
3014179777,GE3835153
7521205609,9174789
9481334675,GE9312768
2008759178,GE8572496
3626461315,GE9357429
3879182000,5139593
2124587454,GE7998018
9358913598,GE9444123
5433372000,GE3912051
7237672000,2446154
9596067470,Y0565218
3370972000,GE9327219
7578182000,GE9356714
8025013787,GE3833896
1154446139,GE3802933
9720972000,GE9832770
6787011217,GE9363571
7901655345,GE8571834
4996927813,GE9849267
7828872000,625544
4368282000,GE9331100
8756172000,E23009000000
9299182000,GE9388376
3684260511,GE9797366
5161282000,GE9813669
6913917439,GE3758976
6303676633,GE3621857
5193772000,GE3925850
318272000,GE9444007
1554472000,624895
4402171110,GE3801158
5594960874,2400254
973182000,GE3685706
4928972000,57631226
6784172000,GE3737440
4415051862,12874406
6420093000,9424512
2173172000,61831881
8188372000,57676443
2065772000,GE9443295
2461472000,11151118
9984972000,1148537
2629272000,GE9420916
5572509767,SS13784635
9943343847,11619891
7837772858,GE9893461
9175282000,GE3926449
9803272000,GE3875920
637543000,GE8571900
2698272000,30232320
5893600981,SS13785321
3396447718,GE9882602
4153879122,62582758
1347572000,GE9895395
7247572000,55774643
4567639695,GE3859804
7583076569,GE3926597
1523216475,GE9795791
9950972000,GE3659522
4018707739,1336781
3312572000,61829702
6826372000,GE9387877
6212330947,GE9850425
4241674790,GE9330961
6922082000,GE9442615
2165167902,GE3834776
3682172000,233574625
2637182000,E40413000000
762043712,62581715
6904082000,11330342
7093572000,61826240
4326353359,GE9894844
6833123076,4982729
7391189219,GE5852627
1838594578,GE3661079
391474611,GE9356218
8079798235,GE4231598
3215650013,72521245
4772772000,1624508
7268372000,GE9800648
8842049155,GE8637735
4583671751,1607637
4207182000,GE3832389
3769372000,GE9912368
7227972000,56359560
195387890,71780282
9743472000,GE9796217
4077257015,GE9811881
5262182000,GE9323033
7668782509,1289635
3119872000,55776481
8908604763,GE9882065
2383972000,GE3756412
5460343937,GE9388105
4363886743,GE3685785
9417972000,1791458
9342472000,GE9443183
2934105508,GE5870431
8720372000,GE3621410
2114356502,GE3835659
6766431267,GE9314062
2721382000,GE3660736
5948317831,GE5852791
6739182000,12085790
4261322046,SS17906089
93798837,GE9389719
8463382000,13766743
570172000,GE9327023
3458213640,GE9443060
2240622760,211200
9116361662,GE9364189
2696772000,GE9415203
1669506034,GE8638740
3731093000,U0051707
4238082000,64968436
7713836542,GE3758262
2249734297,GE9363581
1169282000,71780252
5671372000,GE9418133
20184220,GE9361657
7187616151,GE3660617
9547667373,GE9798210
730172000,28444699
1633550935,GE9443711
3634677962,GE9846979
1371089469,GE9388551
9968772000,284458621
7691727198,GE9416266
5012672000,GE3623366
3449572000,GE9389574
27720387,210593
6802782371,D607285
4386969436,GE9442866
7115544322,GE3659604
1360382000,GE9360115
7872471903,GE5852931
7178772000,GE9321644
4491754666,GE5871300
3260919533,SS17528313
2575679011,GE9850356
6641372000,E64151000000
9082000,GE9810540
3327182000,GE3624388
6164699379,Y0532920
7542359320,GE9796930
4296147227,GE9357603
5537598526,23582048
515065139,GE3663453
1217761502,SS13502876
2681382000,GE9812930
3509472000,14828586
6841176764,GE9417636
2592803961,GE9912216
5484082000,GE9414681
3705272000,GE3836087
5881192607,GE9418046
9989282000,GE9365935
8492063377,9175637
7489138114,8169810
4083114769,GE3734325
1153272000,GE3687732
4425182000,GE9328169
4458072000,GE3801620
364845866,CPA1791037
6118919225,1406579
9887808769,3614501
1339182000,GE9361846
7694476074,11340550
5616172000,GE9327790
4925880251,GE9443336
7535580032,GE9813747
9818525121,GE9828899
9970182000,GE9901267
8314460974,GE3735671
4728872000,GE9421079
1199273158,GE9323627
1647623746,GE3661564
1312170725,GE8572787
3988106705,SS21752538
138274358,GE9894872
9862112823,GE3799206
9437096880,10934933
2040918370,212628
5226572000,GE9767284
943572000,13609413
2581848633,1625417
622372000,E40989000000
2942312572,GE9328227
273182000,GE3910328
2315772000,GE3832298
8845820613,D538260
7564672000,GE9352727
271133584,GE3660940
6153372000,GE9353504
2224572000,64966850
8721472000,GE3760652
6306372000,GE9832765
5864184931,GE9322764
4835082000,1357807
8139082000,4369499
3532100105,GE4241468
6640857462,1209629
8745672000,SS18151041
8768572000,GE9850888
7044182000,GE9815105
1098693363,GE5852827
8540909921,13613475
1718072000,11377543
6140583285,72520018
5239972000,GE3623194
3682035727,10720614
649372000,GE9323137
668572000,GE9856259
7161872000,GE9352688
7272638123,GE3876549
621521114,GE9387743
7730342621,8265993
5848983081,GE9417957
3594436218,GE9419206
2288672000,GE9845973
6702572000,GE9417278
6378572000,GE3645524
5865546229,CPA1793106
7776257181,255824
9235772000,GE3911783
7375352001,GE3736887
3832347664,2000496
9164672000,GE9795962
8692672000,57679790
9519672000,256827
5440772000,GE9360612
5968182000,GE9420180
5030746429,GE9387643
7630146452,SS17420087
6409672000,GE3967285
1532372000,GE3925875
3419872000,11339840
3967772000,9426703
3002572000,GE3836346
9841618524,GE9417017
6103559585,GE9321378
1538651945,JUCA54709
977172000,61829097
8901382000,SS17860962
5887179632,23188
4616767799,4367812
1630172000,GE9698693
3571172000,GE3915007
4674352687,3606314
4258034169,GE3909875
325718397,GE9390371
3091382000,GE3925554
9060667375,GE3736993
3068798258,1622214
9399138899,GE9811373
2532192862,1790040
3556272000,56362053
9103772000,GE3655136
127772000,665630
8459372000,GE3734806
6750030321,GE9389416
3357356884,4969056
6301557996,9174139
1308910402,D751244
1852182000,GE9364595
7335553612,GE9414768
5086792666,GE3623173
4534064804,61828075
5595172000,GE3836366
4641175099,57630324
7064466337,SS17446621
4611389577,11148535
5410591775,GE9811115
6187772000,GE9882049
2568582777,SS13767134
4293717336,GE3800077
1323372000,1289125
3869144164,1623361
855772000,GE3836108
1620620569,GE9323264
2266112760,GE3913967
521031621,72527390
9018816598,GE9856282
9343872000,1408039
9867282000,GE9810859
937172000,15005165
6560182000,56360155
9911388095,56601379
4273172000,SS10671729
3219872000,55775003
9829372000,1357861
1892282000,1270258
9728246126,GE9463047
4530672000,GE9832135
3572280922,GE3661256
7961282000,1790942
1386050571,GE9850937
4933406675,GE9389539
6527672000,13523362
5697082000,57650127
7363172000,SS17754898
8289652777,GE3913356
1850537921,GE9362659
4886372000,GE9418071
4901472000,6647017
6025330008,GE9911523
2052720226,GE9845779
2311272000,GE9911372
772082000,11152116
5295182000,GE3969742
9571372000,GE9783069
5813268040,GE3623166
9869172000,GE9327141
1322382000,GE9811893
1340282000,GE9327794
9620875896,13609093
7273972000,GE9387798
9291264380,GE3925675
2867572000,GE9387466
250382000,GE3834318
6591437360,7688525
282182000,8066718
2593137130,GE9321910
1172549149,665257
597776489,GE9422002
7974564649,4968657
7243819257,GE9420334
2394296119,2401289
8222572000,GE9421358
1447782882,1790351
3001446921,GE9893488
2238082000,GE9388069
719972000,GE9416790
5333271786,GE3622632
2102325661,GE3687730
4565967614,1359684
401737123,GE9442513
8522332178,GE9322167
2144033317,GE9313937
1828172000,GE9362833
9128230773,3607270
4414472000,GE9442611
7640772000,1790663
1469997503,9426832
9100583881,2402333
77347540,GE3858740
3972182000,GE3926623
7766972000,GE9812679
1544246378,1791647
9318172000,56596050
1632772000,GE9391453
1631972000,GE9321942
508082000,55775419
778872000,E56851000000
7249282000,GE3911029
5967034360,GE9391304
1462082000,GE9813394
541938748,1366501
8457401741,1359289
3851878768,GE9461706
7475972000,57653883
759372000,GE3660754
7342568518,1944124
2097135790,GE9415883
7903172000,4969338
2409450939,GE9360859
6584576277,GE3660498
4237294355,5272728
9724772000,GE3800991
3111282000,GE9357290
4591138919,GE9766878
7973182000,21866430
5705329193,GE9387651
6290372000,GE9849922
694547857,GE9910993
8426425157,GE9784181
86876393,257134
7868972000,GE9327899
233472000,D366300
2173972000,GE3876929
2120156635,4969164
1064058694,255242
9077450907,GE9352658
4827440494,GE3859505
4201909854,GE9786902
7898272000,GE3659616
4428182000,GE9416477
2862370894,GE3970680
2703733601,5271115
8515975796,GE9358326
5533672000,GE9352701
7122916334,GE9417987
4892372000,57650027
